timestamp,data
1010003,101001
1010005,101002
1010008,101003
1010010,101004
1010013,101005
1010015,101006
1010018,101007
1010020,101008
1010023,101009
1010025,101010
1010028,101011
1010030,101012
1010033,101013
1010035,101014
1010038,101015
1010040,101016
1010043,101017
1010045,101018
1010048,101019
1010050,101020
1010053,101021
1010055,101022
1010058,101023
1010060,101024
1010063,101025
1010065,101026
1010068,101027
1010070,101028
1010073,101029
1010075,101030
1010078,101031
1010080,101032
1010083,101033
1010085,101034
1010088,101035
1010090,101036
1010093,101037
1010095,101038
1010098,101039
1010100,101040
1010103,101041
1010105,101042
1010108,101043
1010110,101044
1010113,101045
1010115,101046
1010118,101047
1010120,101048
1010123,101049
1010125,101050
1010128,101051
1010130,101052
1010133,101053
1010135,101054
1010138,101055
1010140,101056
1010143,101057
1010145,101058
1010148,101059
1010150,101060
1010153,101061
1010155,101062
1010158,101063
1010160,101064
1010163,101065
1010165,101066
1010168,101067
1010170,101068
1010173,101069
1010175,101070
1010178,101071
1010180,101072
1010183,101073
1010185,101074
1010188,101075
1010190,101076
1010193,101077
1010195,101078
1010198,101079
1010200,101080
1010203,101081
1010206,101082
1010208,101083
1010211,101084
1010213,101085
1010216,101086
1010218,101087
1010221,101088
1010223,101089
1010226,101090
1010228,101091
1010231,101092
1010233,101093
1010236,101094
1010238,101095
1010241,101096
1010243,101097
1010246,101098
1010248,101099
1010251,101100
1010253,101101
1010256,101102
1010258,101103
1010261,101104
1010263,101105
1010266,101106
1010268,101107
1010271,101108
1010273,101109
1010276,101110
1010278,101111
1010281,101112
1010283,101113
1010286,101114
1010288,101115
1010291,101116
1010293,101117
1010296,101118
1010298,101119
1010301,101120
1010303,101121
1010306,101122
1010308,101123
1010311,101124
1010313,101125
1010316,101126
1010318,101127
1010321,101128
1010323,101129
1010326,101130
1010328,101131
1010331,101132
1010333,101133
1010336,101134
1010338,101135
1010341,101136
1010343,101137
1010346,101138
1010348,101139
1010351,101140
1010353,101141
1010356,101142
1010358,101143
1010361,101144
1010363,101145
1010366,101146
1010368,101147
1010371,101148
1010373,101149
1010376,101150
1010378,101151
1010381,101152
1010383,101153
1010386,101154
1010388,101155
1010391,101156
1010393,101157
1010396,101158
1010398,101159
1010402,101160
1010404,101161
1010407,101162
1010409,101163
1010412,101164
1010414,101165
1010417,101166
1010419,101167
1010422,101168
1010424,101169
1010427,101170
1010429,101171
1010432,101172
1010434,101173
1010437,101174
1010439,101175
1010442,101176
1010444,101177
1010447,101178
1010449,101179
1010452,101180
1010454,101181
1010457,101182
1010459,101183
1010462,101184
1010464,101185
1010467,101186
1010469,101187
1010472,101188
1010474,101189
1010477,101190
1010479,101191
1010482,101192
1010484,101193
1010487,101194
1010489,101195
1010492,101196
1010494,101197
1010497,101198
1010499,101199
1010502,101200
1010504,101201
1010507,101202
1010509,101203
1010512,101204
1010514,101205
1010517,101206
1010519,101207
1010522,101208
1010524,101209
1010527,101210
1010529,101211
1010532,101212
1010534,101213
1010537,101214
1010539,101215
1010542,101216
1010544,101217
1010547,101218
1010549,101219
1010552,101220
1010554,101221
1010557,101222
1010559,101223
1010562,101224
1010564,101225
1010567,101226
1010569,101227
1010572,101228
1010574,101229
1010577,101230
1010579,101231
1010582,101232
1010584,101233
1010587,101234
1010589,101235
1010592,101236
1010594,101237
1010597,101238
1010599,101239
1010602,101240
1010605,101241
1010607,101242
1010610,101243
